date,time,de,le,pc,qd,fc,la,lo,cn,ff,jf,sp,su,ty
01-06-2020,1315,Strada Bicaz,0.59227,15164,+,3,46.53339555555556,26.923433888888884,0.94,43.6,3.76762,21.71,21.71,TR
01-06-2020,1315,Bulevardul Republicii,0.1779,15163,+,3,46.53350714285714,26.919853571428572,0.92,25.4,8.44057,4.3,4.3,TR
01-06-2020,1315,Bulevardul Republicii,0.0299,15163,-,4,46.533390000000004,26.91909,0.86,29.4,0.0,45.68,45.68,TR
01-06-2020,1315,Strada Bicaz,0.14799,15164,-,3,46.533554,26.920158999999995,0.91,29.6,0.0,29.99,29.99,TR
01-06-2020,1315,Strada Ciresoaia,0.59227,15165,-,3,46.53339555555555,26.923433888888887,0.9,47.6,0.43446,45.22,45.22,TR
01-06-2020,1315,Strada \xcenfratirii,0.17775,15166,-,3,46.532684,26.929719,0.9,49.3,0.0,49.47,49.47,TR
01-06-2020,1315,Strada Ciprian Porumbescu,0.29777,15167,-,3,46.533695,26.932919166666665,0.87,30.0,0.0,30.0,34.64,TR
01-06-2020,1315,Strada Tecuciului,3.63963,15168,-,3,46.527142628205155,26.94983673076924,0.86,34.0,0.18025,33.3,33.3,TR
01-06-2020,1315,Calea Romanului (DN2),0.17685,15175,+,1,46.57532750000001,26.931275,0.95,41.1,4.85418,17.61,17.61,TR
01-06-2020,1315,Strada Luceafarului,0.27201,15174,+,3,46.57385777777777,26.932426666666665,0.95,46.1,2.75923,28.47,28.47,TR
01-06-2020,1315,Strada Holtului,0.25424,15173,+,3,46.57097749999999,26.934008750000004,0.96,50.0,1.78328,39.75,39.75,TR
01-06-2020,1315,Trecatoarea Oltului,0.44267,15172,+,3,46.56807450000001,26.935354,0.94,50.0,1.00513,44.22,44.22,TR
01-06-2020,1315,Letea Veche,1.37326,15171,+,3,46.56087486486486,26.939894054054058,0.95,50.0,0.30961,48.22,48.22,TR
01-06-2020,1315,Strada Chimiei,3.40283,15170,+,3,46.54619023809526,26.950601904761907,0.95,51.7,0.20786,50.46,50.46,TR
01-06-2020,1315,Strada Chimiei,0.07474,15170,-,3,46.528045000000006,26.962455,0.9,48.0,0.0,46.9,46.9,TR
01-06-2020,1315,Letea Veche,3.32808,15171,-,3,46.54709750000001,26.95000925000001,0.84,50.2,0.06109,49.85,49.85,TR
01-06-2020,1315,Trecatoarea Oltului,1.37326,15172,-,3,46.56087486486488,26.93989405405405,0.77,50.0,0.0,50.0,58.24,TR
01-06-2020,1315,Strada Holtului,0.44267,15173,-,3,46.5680745,26.935353999999997,0.78,50.0,0.0,50.0,51.38,TR
01-06-2020,1315,Strada Luceafarului,0.25424,15174,-,3,46.57097749999999,26.93400875,0.78,50.0,0.86057,45.05,45.05,TR
01-06-2020,1315,Calea Romanului (DN2),0.44887,15175,-,1,46.5743272,26.93215200000001,0.86,44.6,2.98585,26.29,26.29,TR
01-06-2020,1315,Calea Marasesti,0.03406,15181,+,1,46.56036333333333,26.91255,0.81,50.0,0.0,50.0,50.28,TR
01-06-2020,1315,Strada Alexandru Cel Bun,0.56765,15180,+,1,46.56277799999997,26.91493090909091,0.86,48.6,6.01222,18.84,18.84,TR
01-06-2020,1315,Strada Ana Ipatescu,0.26786,15179,+,1,46.56590555555557,26.91692111111111,0.83,49.4,2.10941,37.42,37.42,TR
01-06-2020,1315,Strada Dumbravei,0.11057,15178,+,1,46.567552727272734,26.916392727272726,0.81,49.0,3.3418,27.17,27.17,TR
01-06-2020,1315,Bulevardul Unirii (DN2),0.26517,15177,+,1,46.56948161290323,26.915424516129033,0.83,40.3,3.14159,13.14,13.14,TR
01-06-2020,1315,Bulevardul Unirii (DN2),0.02497,15177,-,1,46.57005555555557,26.91502777777778,0.93,37.4,3.14159,15.93,15.93,TR
01-06-2020,1315,Strada Dumbravei,0.23438,15178,-,1,46.56910210526316,26.915591052631584,0.81,43.6,3.14159,15.51,15.51,TR
01-06-2020,1315,Strada Ana Ipatescu,0.11057,15179,-,1,46.56755272727273,26.91639272727273,0.86,49.0,3.14159,22.58,22.58,TR
01-06-2020,1315,Strada Alexandru Cel Bun,0.29727,15180,-,1,46.56569875000001,26.916887187500002,0.84,49.7,2.63834,31.62,31.62,TR
01-06-2020,1315,Calea Marasesti,0.57229,15181,-,1,46.56247113207547,26.91462886792452,0.8,49.3,0.0,50.0,50.19,TR
01-06-2020,1315,DN2 Sud,7.31048,17935,+,1,46.51819714285714,26.895336734693885,0.7,70.7,0.0,71.0,71.0,TR
01-06-2020,1315,Strada Chimiei,5.61133,17934,+,1,46.50628846153845,26.95387076923077,0.82,78.5,2.5618,52.37,52.37,TR
01-06-2020,1315,Calea Barladului,7.03889,17933,+,1,46.555815636363626,26.967096727272722,0.98,76.0,8.68374,15.82,15.82,TR
01-06-2020,1315,DJ207F,4.32473,17932,+,1,46.610688947368416,26.95649315789474,0.7,82.3,0.03169,82.0,82.0,TR
01-06-2020,1315,Calea Barladului,4.32473,17933,-,1,46.61068894736841,26.956493157894737,0.7,90.0,0.09661,89.0,89.0,TR
01-06-2020,1315,Strada Chimiei,7.03889,17934,-,1,46.55581563636365,26.967096727272725,0.98,76.0,6.59285,29.17,29.17,TR
01-06-2020,1315,DN2 Sud,5.61133,17935,-,1,46.50628846153847,26.953870769230768,0.7,79.7,0.07637,79.0,79.0,TR
01-06-2020,1315,DN11,7.38092,17936,-,1,46.519390196078426,26.894296862745094,0.7,71.8,0.09688,71.0,71.0,TR
01-06-2020,1315,Strada Alexandru Cel Bun,0.02029,17954,+,3,46.56469,26.916915,0.93,37.0,1.95593,25.68,25.68,TR
01-06-2020,1315,Strada Miron Costin,0.07833,17953,+,3,46.564546666666665,26.917469999999998,0.93,31.8,6.51553,10.57,10.57,TR
01-06-2020,1315,Strada Florilor,0.03552,17952,+,3,46.56437,26.91822,0.88,27.0,3.40253,13.44,13.44,TR
01-06-2020,1315,Strada Nufarului,0.23234,17951,+,3,46.56391300000001,26.920074999999997,0.87,43.2,1.4405,36.04,36.04,TR
01-06-2020,1315,Strada Milcov,0.16656,17950,+,3,46.56327047619048,26.922634285714285,0.93,33.4,3.91441,15.36,15.36,TR
01-06-2020,1315,Bulevardul Alexandru Cel Bun,0.02981,17948,+,3,46.56318,26.92286125,0.94,29.0,3.06189,15.79,15.79,TR
01-06-2020,1315,Strada Viorelelor,0.42867,17947,+,3,46.56163560000001,26.92334,0.8,48.8,0.0,48.8,48.8,TR
01-06-2020,1315,Strada Mircea Eliade,0.16507,17946,+,3,46.55883666666667,26.92399416666667,0.76,50.0,1.68409,40.32,40.32,TR
01-06-2020,1315,Strada Stadionului,0.10902,17945,+,3,46.55719666666666,26.924108333333333,0.76,49.5,1.3858,41.61,41.61,TR
01-06-2020,1315,Strada Izvoare,0.17251,17944,+,3,46.55585818181819,26.924044545454546,0.89,42.6,3.09765,24.42,24.42,TR
01-06-2020,1315,Strada Alecu Russo,1.03321,17943,+,3,46.55075475409835,26.921451311475405,0.82,47.2,2.65332,29.8,29.8,TR
01-06-2020,1315,DN2,0.27439,17942,+,3,46.54739000000001,26.915894444444444,0.79,35.6,1.42801,26.75,26.75,TR
01-06-2020,1315,Strada Garofi\u021bei,0.12737,17941,+,3,46.547119,26.914121,0.7,37.0,2.82021,22.0,22.0,TR
01-06-2020,1315,Strada Garofi\u021bei,0.0167,17941,-,3,46.54691,26.913285000000002,0.71,33.0,1.40272,24.68,24.68,TR
01-06-2020,1315,DN2,0.10772,17942,-,3,46.54705,26.91436375,0.78,29.7,3.9031,13.37,13.37,TR
01-06-2020,1315,Strada Alecu Russo,0.35718,17943,-,3,46.54742727272728,26.91638863636364,0.76,39.8,2.44499,25.61,25.61,TR
01-06-2020,1315,Strada Izvoare,1.03099,17944,-,3,46.55195465753425,26.92222794520548,0.86,45.1,1.65265,36.53,36.53,TR
01-06-2020,1315,Strada Stadionului,0.13007,17945,-,3,46.556233999999996,26.924113999999996,0.84,41.2,0.0,41.29,41.29,TR
01-06-2020,1315,Strada Mircea Eliade,0.10902,17946,-,3,46.55719666666666,26.924108333333333,0.84,49.6,0.89369,44.5,44.5,TR
01-06-2020,1315,Strada Viorelelor,0.16507,17947,-,3,46.55883666666666,26.92399416666667,0.85,50.0,1.2481,42.82,42.82,TR
01-06-2020,1315,Bulevardul Alexandru Cel Bun,0.49007,17948,-,3,46.56234931818182,26.923197727272726,0.86,46.1,2.07334,35.11,35.11,TR
01-06-2020,1315,Strada Milcov,0.04466,17950,-,3,46.56333071428571,26.92297857142857,0.88,30.0,1.26213,25.65,25.65,TR
01-06-2020,1315,Strada Nufarului,0.12001,17951,-,3,46.56342375,26.922116249999995,0.75,31.8,2.43038,19.91,19.91,TR
01-06-2020,1315,Strada Florilor,0.23234,17952,-,3,46.56391300000001,26.920075000000004,0.73,43.2,2.74576,26.56,26.56,TR
01-06-2020,1315,Strada Miron Costin,0.0685,17953,-,3,46.56440166666666,26.91807833333333,0.73,20.0,1.35722,13.88,13.88,TR
01-06-2020,1315,Strada Alexandru Cel Bun,0.06564,17954,-,3,46.564621666666675,26.917176666666666,0.73,37.7,3.01427,21.63,21.63,TR
01-06-2020,1315,Strada Mioritei,0.0163,17966,+,2,46.573544999999996,26.91559,0.87,30.0,0.0,39.6,39.6,TR
01-06-2020,1315,Strada Enea Nicu,0.06674,17965,+,2,46.57340333333334,26.916125000000005,0.87,36.4,0.0,39.6,39.6,TR
01-06-2020,1315,Strada Vantului,0.08918,17964,+,2,46.57313166666666,26.91713833333333,0.84,42.9,1.84851,30.78,30.78,TR
01-06-2020,1315,DN2,0.37884,17963,+,1,46.57217297872341,26.920500851063828,0.84,41.2,3.47056,21.76,21.76,TR
01-06-2020,1315,DN2,0.04885,17961,+,1,46.571670000000005,26.9213625,0.98,34.0,3.11632,18.82,18.82,TR
01-06-2020,1315,Strada Cronicat Neculce,0.27364,17960,+,3,46.57019722222223,26.92143277777778,0.89,46.4,2.10337,35.18,35.18,TR
01-06-2020,1315,Strada Ana Ipatescu,0.11067,17959,+,3,46.56856181818182,26.921669999999995,0.84,49.5,1.2277,42.51,42.51,TR
01-06-2020,1315,Strada Ecoului,0.20624,17958,+,3,46.56757384615385,26.92200538461539,0.84,50.0,0.09771,49.44,49.44,TR
01-06-2020,1315,Strada Livezilor,0.15609,17957,+,3,46.5656925,26.922774999999998,0.84,50.0,0.09645,49.45,49.45,TR
01-06-2020,1315,Bulevardul Alexandru Cel Bun,0.22963,17956,+,3,46.56380121212122,26.923025454545453,0.87,36.6,1.66558,29.59,29.59,TR
01-06-2020,1315,Bulevardul Alexandru Cel Bun,0.0435,17956,-,3,46.56326384615385,26.92308692307692,0.92,30.0,0.0,30.0,31.02,TR
01-06-2020,1315,Strada Livezilor,0.18192,17957,-,3,46.56420789473684,26.923151578947365,0.9,30.7,0.0,42.6,42.6,TR
01-06-2020,1315,Strada Ecoului,0.15609,17958,-,3,46.5656925,26.922775,0.85,50.0,0.0,50.0,54.65,TR
01-06-2020,1315,Strada Ana Ipatescu,0.20624,17959,-,3,46.56757384615385,26.92200538461539,0.86,50.0,1.17466,43.25,43.25,TR
01-06-2020,1315,Strada Cronicat Neculce,0.11067,17960,-,3,46.56856181818182,26.921670000000002,0.86,50.0,2.60525,35.02,35.02,TR
01-06-2020,1315,DN2,0.32808,17961,-,1,46.57085968750002,26.9215171875,0.9,44.9,3.14159,20.63,20.63,TR
01-06-2020,1315,DN2,0.05443,17963,-,1,46.57171142857142,26.92162571428571,0.96,36.5,3.89281,17.16,17.16,TR
01-06-2020,1315,Strada Vantului,0.32999,17964,-,2,46.57243258064516,26.92005612903226,0.77,43.6,2.49582,28.09,28.09,TR
01-06-2020,1315,Strada Enea Nicu,0.08918,17965,-,2,46.57313166666666,26.917138333333337,0.8,41.4,2.82084,24.97,24.97,TR
01-06-2020,1315,Strada Mioritei,0.08304,17966,-,2,46.57343875000001,26.915991250000005,0.81,33.5,3.79806,15.87,15.87,TR
01-06-2020,1315,Strada Constantin Ene,0.03738,17991,+,3,46.56104,26.900375,0.82,50.0,0.0,50.0,62.66,TR
01-06-2020,1315,Aleea Parcului,0.03333,17990,+,3,46.561305000000004,26.90012,0.82,50.0,0.0,50.0,62.37,TR
01-06-2020,1315,Pasaj Rutier Oituz \u0218tefan Gusa,0.25032,17989,+,3,46.562200000000004,26.899244,0.82,36.0,0.0,36.0,44.18,TR
01-06-2020,1315,Strada Mihai Eminescu,0.28761,17988,+,3,46.564399166666675,26.897031666666663,0.83,42.8,0.99876,37.88,37.88,TR
01-06-2020,1315,Strada Avram Iancu,0.13839,17987,+,3,46.565934999999996,26.895525,0.83,41.0,1.20484,35.32,35.32,TR
01-06-2020,1315,Strada Erou Hasan Marius Costel,0.10348,17986,+,3,46.56675666666666,26.894785,0.83,42.9,1.45186,35.74,35.74,TR
01-06-2020,1315,Strada Maramures,0.08484,17985,+,3,46.567657499999996,26.893995,0.83,43.0,1.44457,35.86,35.86,TR
01-06-2020,1315,Strada Mioritei,0.15551,17984,+,3,46.568538000000004,26.893326000000002,0.83,40.6,0.9864,35.99,35.99,TR
01-06-2020,1315,Strada Grigore Alexandrescu,0.09782,17983,+,4,46.569598,26.892646000000003,0.73,39.0,1.10358,31.05,31.05,TR
01-06-2020,1315,DN2G,0.17161,17982,+,4,46.57093285714286,26.892607142857145,0.73,39.4,0.81494,35.71,35.71,TR
01-06-2020,1315,Strada Alexei Tolstoi,0.05893,17995,+,3,46.552855,26.90784,0.81,34.0,0.0,31.89,31.89,TR
01-06-2020,1315,Strada Spiru Haret,0.16034,17994,+,3,46.554052,26.906958000000003,0.81,39.0,0.0,42.49,42.49,TR
01-06-2020,1315,Strada Garii,0.88582,17993,+,3,46.55686485714286,26.90398285714286,0.88,49.0,0.37409,46.89,46.89,TR
01-06-2020,1315,DN2G,0.01538,17982,-,4,46.57143,26.892809999999997,0.83,41.0,0.0,45.18,45.18,TR
01-06-2020,1315,Strada Grigore Alexandrescu,0.15622,17983,-,4,46.57085000000001,26.892573333333335,0.81,37.8,0.0,39.79,39.79,TR
01-06-2020,1315,Strada Mioritei,0.09782,17984,-,4,46.569598,26.892645999999996,0.83,35.7,0.9796,28.68,28.68,TR
01-06-2020,1315,Strada Maramures,0.15551,17985,-,3,46.568538000000004,26.893325999999995,0.73,40.2,0.0,43.77,43.77,TR
01-06-2020,1315,Strada Erou Hasan Marius Costel,0.08484,17986,-,3,46.5676575,26.893995,0.73,44.0,0.24655,42.75,42.75,TR
01-06-2020,1315,Strada Avram Iancu,0.10348,17987,-,3,46.56675666666667,26.894785,0.73,43.2,0.53997,40.52,40.52,TR
01-06-2020,1315,Strada Mihai Eminescu,0.13839,17988,-,3,46.565934999999996,26.895525,0.73,40.0,0.90999,35.81,35.81,TR
01-06-2020,1315,Pasaj Rutier Oituz \u0218tefan Gusa,0.43302,17989,-,3,46.563983125000014,26.897450625000005,0.73,37.1,0.52268,34.87,34.87,TR
01-06-2020,1315,Aleea Parcului,0.10491,17990,-,3,46.56184333333334,26.89960166666667,0.72,50.0,0.352,47.98,47.98,TR
01-06-2020,1315,Strada Constantin Ene,0.07071,17991,-,3,46.561172500000005,26.9002475,0.73,50.0,0.70125,45.97,45.97,TR
01-06-2020,1315,Strada Garii,0.06211,17980,+,3,46.5692825,26.8932125,0.84,37.0,3.20477,20.36,20.36,TR
01-06-2020,1315,DN2G,0.23384,17979,+,3,46.56995538461539,26.895015384615387,0.87,33.0,1.84416,23.0,23.0,TR
01-06-2020,1315,Strada Nordului,0.18715,17978,+,3,46.571132666666664,26.896200000000007,0.86,35.4,0.22174,34.5,34.5,TR
01-06-2020,1315,Strada Tipografilor,0.16954,17977,+,3,46.57203846153846,26.89827,0.81,43.1,1.41414,36.09,36.09,TR
01-06-2020,1315,Strada Ion Luca,0.15686,17976,+,3,46.57278307692307,26.900103846153847,0.8,42.3,0.0,42.32,42.32,TR
01-06-2020,1315,Prelungirea Bradului,0.12418,17975,+,3,46.573777,26.901193999999997,0.85,42.9,3.14159,16.96,16.96,TR
01-06-2020,1315,Strada Ardealului,0.17089,17974,+,3,46.574642307692294,26.90223923076923,0.75,46.2,1.50333,38.21,38.21,TR
01-06-2020,1315,Strada Martir Horia,0.21824,17973,+,3,46.575477272727284,26.904679090909088,0.75,46.6,1.40853,39.05,39.05,TR
01-06-2020,1315,Strada Buciumului,0.19998,17972,+,3,46.57544428571428,26.907245,0.77,39.7,2.61393,24.77,24.77,TR
01-06-2020,1315,Strada Prieteniei,0.11414,17971,+,3,46.5750925,26.9089325,0.78,39.8,0.29467,38.45,38.45,TR
01-06-2020,1315,Strada Tautu Logofat,0.08299,17970,+,3,46.57473,26.910497142857146,0.78,44.3,1.14804,38.45,38.45,TR
01-06-2020,1315,Strada 22 Decembrie,0.27506,17969,+,3,46.57422875,26.91272125,0.78,40.8,1.3015,31.69,31.69,TR
01-06-2020,1315,DN15,0.09244,17968,+,3,46.57369166666667,26.915031666666668,0.84,27.0,2.0735,17.56,17.56,TR
01-06-2020,1315,DN15,0.01742,17968,-,3,46.5736,26.915385,0.88,33.0,3.01489,18.56,18.56,TR
01-06-2020,1315,Strada 22 Decembrie,0.07501,17969,-,3,46.5737375,26.914855,0.88,36.2,1.94804,25.09,25.09,TR
01-06-2020,1315,Strada Tautu Logofat,0.27506,17970,-,3,46.574228749999996,26.912721249999997,0.92,42.0,3.2716,23.2,23.2,TR
01-06-2020,1315,Strada Prieteniei,0.08299,17971,-,3,46.57473,26.910497142857142,0.91,43.0,3.01979,25.07,25.07,TR
01-06-2020,1315,Strada Buciumului,0.14099,17972,-,3,46.57515875,26.908655000000003,0.9,36.5,2.16143,24.43,24.43,TR
01-06-2020,1315,Strada Martir Horia,0.17314,17973,-,3,46.575532,26.906792000000003,0.89,42.7,1.81783,30.77,30.77,TR
01-06-2020,1315,Strada Ardealului,0.21824,17974,-,3,46.57547727272727,26.904679090909095,0.91,45.6,1.52636,37.6,37.6,TR
01-06-2020,1315,Prelungirea Bradului,0.17089,17975,-,3,46.5746423076923,26.90223923076923,0.91,43.9,0.95304,39.09,39.09,TR
01-06-2020,1315,Strada Ion Luca,0.12418,17976,-,3,46.573777,26.901193999999997,0.96,41.8,3.15987,23.61,23.61,TR
01-06-2020,1315,Strada Tipografilor,0.18403,17977,-,3,46.57266647058823,26.89986647058823,0.9,43.3,2.2442,29.13,29.13,TR
01-06-2020,1315,Strada Nordului,0.14237,17978,-,3,46.57192777777778,26.897903333333332,0.92,43.4,4.79129,18.89,18.89,TR
01-06-2020,1315,DN2G,0.23751,17979,-,3,46.57089608695653,26.895915652173915,0.9,34.8,2.40215,22.19,22.19,TR
01-06-2020,1315,Strada Garii,0.24558,17980,-,3,46.56964999999999,26.894418095238102,0.73,37.1,0.764,33.84,33.84,TR
01-06-2020,1315,Strada Garii,0.05046,17993,-,3,46.56071,26.90069,0.73,50.0,0.70125,45.97,45.97,TR
01-06-2020,1315,Strada Spiru Haret,0.83536,17994,-,3,46.55663181818182,26.90418242424242,0.75,49.4,0.0,50.0,51.41,TR
01-06-2020,1315,Strada Alexei Tolstoi,0.21927,17995,-,3,46.55371,26.907209999999996,0.75,35.2,0.72228,29.28,29.28,TR
01-06-2020,1315,Strada Erou Ciprian Pintea,0.00699,18010,+,3,46.555825,26.911675,0.84,41.0,1.22771,35.21,35.21,TR
01-06-2020,1315,Strada Alexei Tolstoi,0.12359,18009,+,3,46.55569266666667,26.910681333333333,0.84,33.5,0.0,35.21,35.21,TR
01-06-2020,1315,Strada Constantin Ene,0.29554,18008,+,3,46.555204999999994,26.908991666666665,0.84,38.5,2.91808,22.58,22.58,TR
01-06-2020,1315,Strada Bicaz,0.10467,18001,+,3,46.55214900000001,26.907341000000002,0.76,25.4,0.7458,20.22,20.22,TR
01-06-2020,1315,Strada Bucegi,0.19078,18000,+,3,46.55106375000001,26.907183749999998,0.82,36.4,0.72175,30.38,30.38,TR
01-06-2020,1315,Strada 13 Septembrie,0.20976,17999,+,3,46.54926888888889,26.906593333333333,0.82,44.8,1.98285,31.58,31.58,TR
01-06-2020,1315,Strada Alexandru Lapusneanu,0.12154,17998,+,3,46.548201428571424,26.905631428571432,0.84,37.1,2.26356,24.44,24.44,TR
01-06-2020,1315,DN11,0.68268,17997,+,3,46.545971481481494,26.90271407407408,0.8,31.1,1.7953,21.68,21.68,TR
01-06-2020,1315,Strada Erou Ciprian Pintea,0.13058,18010,-,3,46.55570823529413,26.910798235294113,0.81,24.6,1.26426,18.02,18.02,TR
01-06-2020,1315,DN11,0.07046,17997,-,3,46.542995000000005,26.901635,0.81,44.0,0.18748,43.05,43.05,TR
01-06-2020,1315,Strada Alexandru Lapusneanu,0.61222,17998,-,3,46.546209600000005,26.902800399999997,0.85,35.6,0.0,36.34,36.34,TR
01-06-2020,1315,Strada 13 Septembrie,0.12154,17999,-,3,46.548201428571424,26.905631428571432,0.85,33.3,1.54244,24.39,24.39,TR
01-06-2020,1315,Strada Bucegi,0.20976,18000,-,3,46.549268888888896,26.90659333333333,0.85,43.0,1.0085,38.01,38.01,TR
01-06-2020,1315,Strada Bicaz,0.20969,18001,-,3,46.55145,26.907318571428565,0.87,35.0,0.20533,31.17,31.17,TR
01-06-2020,1315,Strada Garofi\u021bei,0.06325,18002,-,3,46.55229222222223,26.907621111111112,0.77,28.1,2.55998,16.83,16.83,TR
01-06-2020,1315,Strada Constantin Ene,0.05571,18003,-,3,46.552815,26.908009999999997,0.77,31.0,1.9148,21.17,21.17,TR
01-06-2020,1315,Strada Violetelor,0.1368,18004,-,3,46.55359,26.908569999999997,0.8,36.0,0.02936,35.88,35.88,TR
01-06-2020,1315,Strada Carpa\u021bi,0.13716,18005,-,3,46.55465333333333,26.909345000000002,0.8,36.8,1.55692,27.21,27.21,TR
01-06-2020,1315,Strada Spiru Haret,0.04244,18006,-,3,46.55542333333333,26.909941666666665,0.8,34.2,5.02185,13.9,13.9,TR
01-06-2020,1315,Strada Alecu Russo,0.043,18021,+,3,46.54465999999999,26.91832,0.71,33.0,0.0,30.0,30.0,TR
01-06-2020,1315,Strada Letea,0.07735,18020,+,3,46.54434,26.91751,0.7,30.8,0.22586,27.0,27.0,TR
01-06-2020,1315,Strada Garofi\u021bei,0.09566,18019,+,3,46.54403625,26.9167225,0.72,29.5,0.13664,26.04,26.04,TR
01-06-2020,1315,Strada Garofi\u021bei,0.03603,18019,-,3,46.543875,26.91632,0.81,31.0,0.32072,26.86,26.86,TR
01-06-2020,1315,Strada Letea,0.05963,18020,-,3,46.544090000000004,26.91685666666667,0.81,30.3,0.0,29.5,29.5,TR
01-06-2020,1315,Strada Alecu Russo,0.12036,18021,-,3,46.54444666666666,26.917780000000004,0.81,32.0,0.12151,28.55,28.55,TR
01-06-2020,1315,Strada Alexei Tolstoi,0.02848,18012,-,3,46.55247,26.907915,0.7,32.0,2.98913,18.0,18.0,TR
01-06-2020,1315,Strada Carpa\u021bi,0.57186,18013,-,3,46.550339375,26.90995,0.7,48.3,1.13421,42.0,42.0,TR
01-06-2020,1315,Strada Milcov,0.15522,18014,-,3,46.54750571428572,26.912667142857146,0.79,45.4,1.949,35.22,35.22,TR
01-06-2020,1315,DN2,0.34608,18015,-,3,46.545657500000004,26.91433333333333,0.81,47.0,2.2411,31.89,31.89,TR
01-06-2020,1315,Strada Orizontului,0.06583,18017,-,3,46.544039999999995,26.915889999999997,0.81,41.0,1.69337,30.02,30.02,TR
01-06-2020,1315,Strada Letea,0.10208,18016,-,4,46.54338166666667,26.916681666666666,0.7,38.6,1.48682,29.0,29.0,TR
01-06-2020,1315,Strada Letea,0.01627,18016,+,4,46.543175000000005,26.91696,0.81,30.0,0.0,29.01,29.01,TR
01-06-2020,1315,Strada Orizontului,0.08581,18017,+,4,46.543485000000004,26.9165425,0.81,31.0,0.0,28.92,28.92,TR
01-06-2020,1315,DN2,0.06583,18015,+,3,46.544039999999995,26.915889999999997,0.83,35.0,0.0,35.05,35.05,TR
01-06-2020,1315,Strada Milcov,0.34608,18014,+,3,46.545657500000004,26.91433333333333,0.83,44.1,0.7942,40.07,40.07,TR
01-06-2020,1315,Strada Carpa\u021bi,0.2057,18013,+,3,46.547754,26.912450999999997,0.82,44.3,0.67761,40.85,40.85,TR
01-06-2020,1315,Strada Alexei Tolstoi,0.54986,18012,+,3,46.55102466666667,26.909279333333334,0.8,46.2,1.81972,36.53,36.53,TR
01-06-2020,1315,Strada Milcov,0.11729,18024,+,3,46.54740428571428,26.917351428571433,0.74,39.2,0.13546,38.59,38.59,TR
01-06-2020,1315,Strada Orizontului,0.2362,18023,+,3,46.54569625,26.918068749999996,0.72,43.1,0.54746,40.39,40.39,TR
01-06-2020,1315,Strada Orizontului,0.01776,18023,-,3,46.544835,26.91852,0.81,35.0,0.52849,29.87,29.87,TR
01-06-2020,1315,Strada Milcov,0.33572,18024,-,3,46.546748461538456,26.917613076923075,0.78,43.7,0.0,49.35,49.35,TR
01-06-2020,1315,Strada Cornisa Bistri\u021bei,0.01549,18046,+,3,46.55596,26.91313,0.83,28.0,6.14559,9.42,9.42,TR
01-06-2020,1315,Strada Pictor Theodor Aman,0.01473,18045,+,3,46.55594,26.912934999999997,0.83,29.0,3.14159,9.42,9.42,TR
01-06-2020,1315,DN2,0.08662,18044,+,3,46.555880000000016,26.912246,0.82,25.6,1.64278,17.76,17.76,TR
01-06-2020,1315,Strada \xcenfratirii,0.02973,18039,+,3,46.533114999999995,26.93072,0.7,29.0,0.0,26.0,26.0,TR
01-06-2020,1315,Strada Plopilor,0.05003,18038,+,3,46.53342333333333,26.930373333333332,0.7,33.0,1.31752,25.0,25.0,TR
01-06-2020,1315,Strada Cerbului,0.07313,18037,+,3,46.53388333333333,26.930143333333334,0.7,41.0,0.63626,38.0,38.0,TR
01-06-2020,1315,Strada Ciprian Porumbescu,0.16164,18036,+,3,46.53497125,26.930506249999997,0.7,46.0,0.0,46.0,46.0,TR
01-06-2020,1315,Strada Toporasi,0.14213,18035,+,3,46.535995,26.930491250000003,0.7,48.8,0.67712,45.0,45.0,TR
01-06-2020,1315,Strada Veronica Micle,0.19573,18034,+,3,46.53757363636363,26.930270909090908,0.7,49.5,0.2635,48.0,48.0,TR
01-06-2020,1315,Strada Izvoare,0.14654,18033,+,3,46.53923666666666,26.930442222222226,0.7,47.7,0.4922,45.0,45.0,TR
01-06-2020,1315,Strada Izvoare,0.07243,18033,-,3,46.53964,26.9305925,0.89,44.0,0.06873,43.65,43.65,TR
01-06-2020,1315,Strada Veronica Micle,0.07411,18034,-,3,46.53891399999999,26.930322,0.89,46.0,0.22733,44.8,44.8,TR
01-06-2020,1315,Strada Toporasi,0.19573,18035,-,3,46.53757363636364,26.930270909090908,0.89,47.5,0.32887,45.7,45.7,TR
01-06-2020,1315,Strada Ciprian Porumbescu,0.14213,18036,-,3,46.535995,26.930491250000003,0.89,46.8,0.24737,45.47,45.47,TR
01-06-2020,1315,Strada Cerbului,0.16164,18037,-,3,46.53497125,26.93050625,0.83,45.0,1.72573,36.07,36.07,TR
01-06-2020,1315,Strada Plopilor,0.07313,18038,-,3,46.53388333333334,26.93014333333333,0.83,40.0,3.3954,21.38,21.38,TR
01-06-2020,1315,Strada \xcenfratirii,0.07976,18039,-,3,46.5333,26.930512,0.74,28.4,3.14159,9.58,9.58,TR
01-06-2020,1315,Strada \xcenfra\u021birii,0.12343,18031,+,3,46.540445,26.930691666666664,0.7,46.0,1.13421,40.0,40.0,TR
01-06-2020,1315,Strada Salcamilor,0.12645,18030,+,3,46.5416225,26.9305725,0.7,34.5,0.88216,28.0,28.0,TR
01-06-2020,1315,Strada Rozelor,0.43727,18029,+,3,46.54439391304348,26.930145217391303,0.7,47.5,0.27459,46.0,46.0,TR
